ComponentID,JSON_Short,JSON_All,Name,Star_Name2,Star_Name3,NameQuality?,StarNameLen,HasSpaces,Has+-,Mass,Diameter,MassKG,DiamKM,IsClosed,LastUpdated,MassSource,DiameterSource,IsDiameterArcsec,Star_RA,Star_DEC,theta,phi,loc_x,loc_y,loc_z,gal_x,gal_y,gal_z,Star_Distance,Star_Mass,Star_Diameter,Star_Spectra,Star_Luminocity,Luminosity Fixed,Age,Metallicity,ProperMotion,PMAngle,RadialVelocity,Temp (K),StarType,ColorCode,PointsOfInterest,,,,,,,,,,
1701," { starName:""BD +35°8"", id:1701, galX:-39.761, galY:88.992, galZ:-46.021,  dist:107.79, color:0xfff9f9}, "," { starName:""BD +35°8"", id:1701, mass:0, diameter:2088000, galX:-39.761, galY:88.992, galZ:-46.021,  dist:107.79, starType:""F8(V)"", temp:6150, color:0xfff9f9}, ",BD +35°8,,BD +35°8,2,1,0,0,,1.50E+00,0.00E+00," 2,088,000 ",0,11/1/1998 0:00,,,0,0.14471,36.62709444,0.037884989,0.931532933,86.44322299,3.276468279,64.30799371,-39.761,88.992,-46.021,107.79,0,1.5,F8,IV,V,5500,0.4,0.167,222.2,-15.2,6150,F8(V),0xfff9f9,0,,,,,,,,,,
1801," { starName:""Beta Cassiopeiae"", id:1801, galX:-25.457, galY:48.054, galZ:-2.904,  dist:54.46, color:0xf1f1ff}, "," { starName:""Beta Cassiopeiae"", id:1801, mass:0, diameter:2784, galX:-25.457, galY:48.054, galZ:-2.904,  dist:54.46, starType:""F2(III)"", temp:7050, color:0xf1f1ff}, ",Beta Cas,Beta Cassiopeiae,Beta Cassiopeiae,6,1,1,1,,2.00E-03,0.00E+00," 2,784 ",0,11/1/1998 0:00,,Fracassini,1,0.152970833,59.14977222,0.040047671,0.53843805,27.90446024,1.118106439,46.75449216,-25.457,48.054,-2.904,54.46,0,0.002,F2,III-IV,III,0,0,0.553,108.4,11.3,7050,F2(III),0xf1f1ff,"This star, or the primary (A) star of this close-orbiting pair if this star turns out to be a spectroscopic binary, is a slightly (but rapidly) variable star of the ""Delta Scuti"" class, pulsating over a period of 2.503 hours.&nbsp; Its total light output varies only by a factor of about 4% over the course of this pulsation, though.",,,,,,,,,,
1901," { starName:""Epsilon Phoenicis"", id:1901, galX:36.936, galY:-25.241, galZ:-132.757,  dist:140.1, color:0xffe7c4}, "," { starName:""Epsilon Phoenicis"", id:1901, mass:0, diameter:3898, galX:36.936, galY:-25.241, galZ:-132.757,  dist:140.1, starType:""K0(III)"", temp:5050, color:0xffe7c4}, ",Eps Phe,Epsilon Phoenicis,Epsilon Phoenicis,6,1,1,1,,2.80E-03,0.00E+00," 3,898 ",0,11/1/1998 0:00,,Fracassini,1,0.156849722,-44.25255833,0.041063161,2.343149172,100.2649451,4.119511285,-97.76492426,36.936,-25.241,-132.757,140.1,0,0.0028,K0,III,III,0,1.34896,0.214,145,-9.2,5050,K0(III),0xffe7c4,0,,,,,,,,,,
2001," { starName:""6 Ceti"", id:2001, galX:0.915, galY:16.52, galZ:-59.347,  dist:61.61, color:0xf6f3ff}, "," { starName:""6 Ceti"", id:2001, mass:0, diameter:1030, galX:0.915, galY:16.52, galZ:-59.347,  dist:61.61, starType:""F7(V)"", temp:6300, color:0xf6f3ff}, ",6 Ceti,6 Ceti,6 Ceti,5,1,0,1,,7.40E-04,0.00E+00," 1,030 ",0,11/1/1998 0:00,,Fracassini,1,0.187739444,-14.53196667,0.049150072,1.824426992,59.56693906,2.930079127,-15.45918844,0.915,16.52,-59.347,61.61,0,0.00074,F7,V,V,5500,0.457088,0.279,197.5,14.6,6300,F7(V),0xf6f3ff,0,,,,,,,,,,
2101," { starName:""CPD -59°8"", id:2101, galX:66.298, galY:-70.989, galZ:-165.439,  dist:191.86, color:0xfff1e5}, "," { starName:""CPD -59°8"", id:2101, mass:0, diameter:1071840, galX:66.298, galY:-70.989, galZ:-165.439,  dist:191.86, starType:""G4(V)"", temp:5600, color:0xfff1e5}, ",CPD -59°8,,CPD -59°8,3,1,1,0,,7.70E-01,0.00E+00," 1,071,840 ",0,11/1/1998 0:00,,Fracassini,0,0.192550833,-57.09016389,0.05040969,2.567207657,104.1086857,5.252536492,-161.0715742,66.298,-70.989,-165.439,191.86,0,0.77,G4,V?,V,0,0,0.29,90.2,-4.6,5600,G4(V),0xfff1e5,0,,,,,,,,,,
2201," { starName:""Theta Sculptoris"", id:2201, galX:13.139, galY:-2.902, galZ:-69.853,  dist:71.14, color:0xe0e2ff}, "," { starName:""Theta Sculptoris"", id:2201, mass:0, diameter:604, galX:13.139, galY:-2.902, galZ:-69.853,  dist:71.14, starType:""F4(V)"", temp:6750, color:0xe0e2ff}, ",Theta Scl,Theta Sculptoris,Theta Sculptoris,6,1,1,1,,4.34E-04,0.00E+00, 604 ,0,11/1/1998 0:00,,Fracassini,1,0.195559444,-34.86689722,0.051197343,2.179338483,58.29262974,2.987038049,-40.66874133,13.139,-2.902,-69.853,71.14,0,0.000434,F4,V,V,1900,0.81,0.211,54.2,-13.5,6750,F4(V),0xe0e2ff,0,,,,,,,,,,
2301," { starName:""W 381"", id:2301, galX:-15.744, galY:31.459, galZ:-7.45,  dist:35.96, color:0xffc97f}, "," { starName:""W 381"", id:2301, mass:0, diameter:0, galX:-15.744, galY:31.459, galZ:-7.45,  dist:35.96, starType:""DA(wd)"", temp:5000, color:0xffc97f}, ",W 381,,W 381,5,1,0,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.161111111,50.15305556,0.04217879,0.695460377,23.02048074,0.971552244,27.6086065,-15.744,31.459,-7.45,35.96,0,0,DA8,wd,wd,0,0,0.718,216,0,5000,DA(wd),0xffc97f,0,,,,,,,,,,
2401," { starName:""G 158-45"", id:2401, galX:-0.252, galY:19.014, galZ:-61.33,  dist:64.21, color:0xffc97f}, "," { starName:""G 158-45"", id:2401, mass:0, diameter:0, galX:-0.252, galY:19.014, galZ:-61.33,  dist:64.21, starType:""DC(wd)"", temp:5000, color:0xffc97f}, ",G 158-45,,G 158-45,2,1,0,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.195,-12.54833333,0.051050881,1.789806059,62.59456524,3.19828661,-13.95046471,-0.252,19.014,-61.33,64.21,0,0,DC8,wd,wd,0,0,0.911,217.7,0,5000,DC(wd),0xffc97f,0,,,,,,,,,,
2501," { starName:""L 1154-29"", id:2501, galX:-8.51, galY:23.598, galZ:-28.264,  dist:37.79, color:0xffce81}, "," { starName:""L 1154-29"", id:2501, mass:0, diameter:0, galX:-8.51, galY:23.598, galZ:-28.264,  dist:37.79, starType:""M3(V)"", temp:3020, color:0xffce81}, ",L 1154-29,,L 1154-29,2,1,0,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.22,13.27305556,0.057595865,1.339137806,36.71952502,2.117234491,8.676283783,-8.51,23.598,-28.264,37.79,0,0,M3.5,V,V,0,0,0.695,62.7,0,3020,M3(V),0xffce81,0,,,,,,,,,,
2601," { starName:""CPD -80°7"", id:2601, galX:25.671, galY:-36.443, galZ:-36.249,  dist:57.46, color:0xfff4eb}, "," { starName:""CPD -80°7"", id:2601, mass:0, diameter:0, galX:25.671, galY:-36.443, galZ:-36.249,  dist:57.46, starType:""G6(V)"", temp:5440, color:0xfff4eb}, ",CPD -80°7,,CPD -80°7,3,1,1,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.270151944,-78.14876944,0.070725614,2.93474966,11.77112835,0.833911179,-56.2351912,25.671,-36.443,-36.249,57.46,0,0,G6,V,V,0,0,0.46,99,0,5440,G6(V),0xfff4eb,0,,,,,,,,,,
2701," { starName:""CPD -53°42"", id:2701, galX:22.189, galY:-22.165, galZ:-68.2,  dist:75.07, color:0xfff5ec}, "," { starName:""CPD -53°42"", id:2701, mass:0, diameter:0, galX:22.189, galY:-22.165, galZ:-68.2,  dist:75.07, starType:""G2(V)"", temp:5760, color:0xfff5ec}, ",CPD -53°42,,CPD -53°42,3,1,1,0,,,0.00E+00, -   ,1,10/18/1998 0:00,,,0,0.281645,-51.34876944,0.073734489,2.46700142,46.75968126,3.454063108,-58.6268416,22.189,-22.165,-68.2,75.07,0,0,G2,V,V,0,0,0.361,61,-14.3,5760,G2(V),0xfff5ec,0,,,,,,,,,,
2801," { starName:""BD +40°45"", id:2801, galX:-20.37, galY:40.758, galZ:-17.722,  dist:48.89, color:0xffc891}, "," { starName:""BD +40°45"", id:2801, mass:0, diameter:0, galX:-20.37, galY:40.758, galZ:-17.722,  dist:48.89, starType:""M0(V)"", temp:3530, color:0xffc891}, ",BD +40°45,,BD +40°45,2,1,0,0,,,0.00E+00, -   ,0,11/8/1998 0:00,,,0,0.285100556,40.94836111,0.074639151,0.856112602,36.82383286,2.753614983,32.04145812,-20.37,40.758,-17.722,48.89,0,0,M0.5,V,V,0,0,0.562,79.7,3,3530,M0(V),0xffc891,0,,,,,,,,,,
2901," { starName:""BD -14°42"", id:2901, galX:-2.316, galY:24.162, galZ:-81.763,  dist:85.29, color:0xfff5ec}, "," { starName:""BD -14°42"", id:2901, mass:0, diameter:1378080, galX:-2.316, galY:24.162, galZ:-81.763,  dist:85.29, starType:""G2(V)"", temp:5760, color:0xfff5ec}, ",BD -14°42,,BD -14°42,2,1,0,0,,9.90E-01,0.00E+00," 1,378,080 ",0,11/1/1998 0:00,,Fracassini,0,0.299693889,-12.54436944,0.078459677,1.789736876,82.9978451,6.525379493,-18.5246115,-2.316,24.162,-81.763,85.29,0,0.99,G2,V,V,0,0,0.404,89.4,28.2,5760,G2(V),0xfff5ec,0,,,,,,,,,,
3001," { starName:""BD -8°38"", id:3001, galX:-5.345, galY:26.529, galZ:-71.49,  dist:76.44, color:0xfff4e8}, "," { starName:""BD -8°38"", id:3001, mass:0, diameter:724, galX:-5.345, galY:26.529, galZ:-71.49,  dist:76.44, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",BD -8°38,,BD -8°38,2,1,0,0,,5.20E-04,0.00E+00, 724 ,0,11/1/1998 0:00,,Fracassini,1,0.311635556,-7.94695,0.081585998,1.70949677,75.45408884,6.16969225,-10.56830049,-5.345,26.529,-71.49,76.44,0,0.00052,G5,IV-V,V,0,2.69153,0.443,108.6,-10.4,5520,G5(V),0xfff4e8,0,,,,,,,,,,
3101," { starName:""Zeta Tucanae"", id:3101, galX:10.273, galY:-12.895, galZ:-22.666,  dist:28.03, color:0xfff9fc}, "," { starName:""Zeta Tucanae"", id:3101, mass:1.949318E+30, diameter:1670, galX:10.273, galY:-12.895, galZ:-22.666,  dist:28.03, starType:""F9(V)"", temp:6000, color:0xfff9fc}, ",Zeta Tuc,Zeta Tucanae,Zeta Tucanae,6,1,1,1,9.80E-01,1.20E-03,1.95E+30," 1,670 ",0,11/1/1998 0:00,,Fracassini,1,0.334514167,-63.12520833,0.087575604,2.672539053,12.62218774,1.108230351,-25.0026619,10.273,-12.895,-22.666,28.03,0.98,0.0012,F9,V,V,0,0.6011,2.072,55.7,9,6000,F9(V),0xfff9fc,0,,,,,,,,,,
3201," { starName:""LP 292-67"", id:3201, galX:-15.319, galY:32.124, galZ:-19.992,  dist:40.82, color:0xffbb7b}, "," { starName:""LP 292-67"", id:3201, mass:0, diameter:0, galX:-15.319, galY:32.124, galZ:-19.992,  dist:40.82, starType:""M6(V)"", temp:2510, color:0xffbb7b}, ",LP 292-67,,LP 292-67,2,1,0,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.296666667,32.82138889,0.077667152,0.997955026,34.20026054,2.661590715,22.12533647,-15.319,32.124,-19.992,40.82,0,0,M6,V,V,0,0,1.362,129.2,-30,2510,M6(V),0xffbb7b,0,,,,,,,,,,
3301," { starName:""BPM 46239"", id:3301, galX:5.786, galY:0.71, galZ:-46.908,  dist:47.27, color:0xffbe7f}, "," { starName:""BPM 46239"", id:3301, mass:0, diameter:0, galX:5.786, galY:0.71, galZ:-46.908,  dist:47.27, starType:""M2(V)"", temp:3190, color:0xffbe7f}, ",BPM 46239,,BPM 46239,6,1,1,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.324166667,-30.31666667,0.084866635,2.099921978,40.6589081,3.458892746,-23.8608917,5.786,0.71,-46.908,47.27,0,0,M2,V,V,0,0,0.13,163,0,3190,M2(V),0xffbe7f,0,,,,,,,,,,
3401," { starName:""W 459"", id:3401, galX:-33.416, galY:64.91, galZ:-26.476,  dist:77.66, color:0xffc97f}, "," { starName:""W 459"", id:3401, mass:0, diameter:0, galX:-33.416, galY:64.91, galZ:-26.476,  dist:77.66, starType:""DC(wd)"", temp:5000, color:0xffc97f}, ",W 459,,W 459,5,1,0,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.326944444,42.33833333,0.085593855,0.83185301,57.19461552,4.907498123,52.30456975,-33.416,64.91,-26.476,77.66,0,0,DC9,wd,wd,0,0,0.321,213,0,5000,DC(wd),0xffc97f,0,,,,,,,,,,
3501," { starName:""CD -27°101"", id:3501, galX:6.13, galY:4.409, galZ:-72.788,  dist:73.18, color:0xffdabf}, "," { starName:""CD -27°101"", id:3501, mass:0, diameter:1071840, galX:6.13, galY:4.409, galZ:-72.788,  dist:73.18, starType:""K3(V)"", temp:4600, color:0xffdabf}, ",CD -27°101,,CD -27°101,2,1,0,0,,7.70E-01,0.00E+00," 1,071,840 ",0,11/1/1998 0:00,,Fracassini,0,0.373235833,-26.96731111,0.097712913,2.041464696,64.91168161,6.362973205,-33.18581869,6.13,4.409,-72.788,73.18,0,0.77,K3,V,V,0,0,0.476,149.3,0.4,4600,K3(V),0xffdabf,0,,,,,,,,,,
3601," { starName:""9 Ceti"", id:3601, galX:-3.441, galY:18.877, galZ:-63.672,  dist:66.5, color:0xfff5ec}, "," { starName:""9 Ceti"", id:3601, mass:0, diameter:682, galX:-3.441, galY:18.877, galZ:-63.672,  dist:66.5, starType:""G2(V)"", temp:5760, color:0xfff5ec}, ",9 Ceti,9 Ceti,9 Ceti,5,1,0,1,,4.90E-04,0.00E+00, 682 ,0,11/1/1998 0:00,,Fracassini,1,0.38105,-11.79058333,0.099758657,1.776580827,64.77326863,6.483215083,-13.58828883,-3.441,18.877,-63.672,66.5,0,0.00049,G2,V,V,0,1.49724,0.396,80.6,-2.6,5760,G2(V),0xfff5ec,0,,,,,,,,,,
3701," { starName:""CD -33°118"", id:3701, galX:9.549, galY:-2.186, galZ:-71.864,  dist:72.53, color:0xffdabf}, "," { starName:""CD -33°118"", id:3701, mass:0, diameter:0, galX:9.549, galY:-2.186, galZ:-71.864,  dist:72.53, starType:""K3(V)"", temp:4600, color:0xffdabf}, ",CD -33°118,,CD -33°118,2,1,0,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.387746389,-32.83236389,0.101511767,2.143829178,60.63035888,6.175923017,-39.32452743,9.549,-2.186,-71.864,72.53,0,0,K3-4,V,V,0,0,0.147,332.5,0,4600,K3(V),0xffdabf,0,,,,,,,,,,
3801," { starName:""CD -27°108"", id:3801, galX:4.523, galY:3.302, galZ:-58.472,  dist:58.74, color:0xffdabf}, "," { starName:""CD -27°108"", id:3801, mass:0, diameter:1141440, galX:4.523, galY:3.302, galZ:-58.472,  dist:58.74, starType:""K3(V)"", temp:4600, color:0xffdabf}, ",CD -27°108,,CD -27°108,2,1,0,0,,8.20E-01,0.00E+00," 1,141,440 ",0,11/1/1998 0:00,,Fracassini,0,0.407213611,-26.97307778,0.106608274,2.041565343,52.05304085,5.570404002,-26.64280649,4.523,3.302,-58.472,58.74,0,0.82,K3,V,V,0,0,0.679,82.4,3.7,4600,K3(V),0xffdabf,0,,,,,,,,,,
3901," { starName:""GJ 2005"", id:3901, galX:1.988, galY:1.638, galZ:-24.424,  dist:24.56, color:0xffcd75}, "," { starName:""GJ 2005"", id:3901, mass:0, diameter:0, galX:1.988, galY:1.638, galZ:-24.424,  dist:24.56, starType:""M5(V)"", temp:2680, color:0xffcd75}, ",GJ 2005,,GJ 2005,5,1,0,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.37,-26.56666667,0.096865773,2.034472131,21.86384557,2.124507207,-10.98418528,1.988,1.638,-24.424,24.56,0,0,M5.5,V,V,0,0,0.614,354.9,-220,2680,M5(V),0xffcd75,0,,,,,,,,,,
4001," { starName:""Beta Hydri"", id:4001, galX:10.554, galY:-15.213, galZ:-15.858,  dist:24.38, color:0xfff5ec}, "," { starName:""Beta Hydri"", id:4001, mass:0, diameter:2310720, galX:10.554, galY:-15.213, galZ:-15.858,  dist:24.38, starType:""G2(V)"", temp:5760, color:0xfff5ec}, ",Beta Hyi,Beta Hydri,Beta Hydri,6,1,1,1,,1.66E+00,0.00E+00," 2,310,720 ",0,10/18/1998 0:00,,,0,0.429182222,-76.74572222,0.112359643,2.910261866,5.554430437,0.626733482,-23.73056905,10.554,-15.213,-15.858,24.38,0,1.66,G2,IV,V,0,0.666702,2.25,81.6,22.9,5760,G2(V),0xfff5ec,0,,,,,,,,,,
4101," { starName:""Kappa Phoenicis"", id:4101, galX:15.542, galY:-13.606, galZ:-73.894,  dist:76.73, color:0xc7d4ff}, "," { starName:""Kappa Phoenicis"", id:4101, mass:2.98365E+30, diameter:933, galX:15.542, galY:-13.606, galZ:-73.894,  dist:76.73, starType:""A7(V)"", temp:8000, color:0xc7d4ff}, ",Kappa Phe,Kappa Phoenicis,Kappa Phoenicis,6,1,1,1,1.50E+00,6.70E-04,2.98E+30, 933 ,0,11/1/1998 0:00,,Fracassini,1,0.436717222,-42.32021389,0.114332301,2.309423399,56.36326778,6.472368727,-51.66026895,15.542,-13.606,-73.894,76.73,1.5,0.00067,A7n,V,V,0,0,0.112,70.2,11.3,8000,A7(V),0xc7d4ff,0,,,,,,,,,,
4201," { starName:""BD +47°138"", id:4201, galX:-75.551, galY:128.274, galZ:-38.817,  dist:153.85, color:0xfff9f9}, "," { starName:""BD +47°138"", id:4201, mass:0, diameter:0, galX:-75.551, galY:128.274, galZ:-38.817,  dist:153.85, starType:""F8(V)"", temp:6150, color:0xfff9f9}, ",BD +47°138,,BD +47°138,2,1,0,0,,,0.00E+00, -   ,0,11/1/1998 0:00,,,0,0.5749275,47.91560278,0.150515668,0.734511295,101.9482262,15.46174382,114.1810674,-75.551,128.274,-38.817,153.85,0,0,F8,V,V,0,0,0.41,80.2,-10.5,6150,F8(V),0xfff9f9,0,,,,,,,,,,
4301," { starName:""CPD-53°117"", id:4301, galX:21.448, galY:-27.006, galZ:-76.117,  dist:83.57, color:0xe7e8ff}, "," { starName:""CPD-53°117"", id:4301, mass:0, diameter:0, galX:21.448, galY:-27.006, galZ:-76.117,  dist:83.57, starType:""F3(V)"", temp:6900, color:0xe7e8ff}, ",CPD-53°117,,CPD-53°117,3,1,1,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.574398333,-51.62685556,0.150377132,2.471854939,51.29314808,7.771988396,-65.51758586,21.448,-27.006,-76.117,83.57,0,0,F3,IV-V,V,2900,0.65,0.233,80.5,34.8,6900,F3(V),0xe7e8ff,0,,,,,,,,,,
4401," { starName:""CD -48°121"", id:4401, galX:26.499, galY:-32.404, galZ:-110.459,  dist:118.13, color:0xf6f3ff}, "," { starName:""CD -48°121"", id:4401, mass:0, diameter:0, galX:26.499, galY:-32.404, galZ:-110.459,  dist:118.13, starType:""F6(V)"", temp:6450, color:0xf6f3ff}, ",CD -48°121,,CD -48°121,2,1,0,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.5947875,-47.99914167,0.155715003,2.408539387,78.08933133,12.25892239,-87.78651408,26.499,-32.404,-110.459,118.13,0,0,F6,V,V,0,0,0.111,150.2,7.6,6450,F6(V),0xf6f3ff,0,,,,,,,,,,
4501," { starName:""BD +8°80"", id:4501, galX:-75.477, galY:143.329, galZ:-219.683,  dist:272.94, color:0xfff4e8}, "," { starName:""BD +8°80"", id:4501, mass:0, diameter:0, galX:-75.477, galY:143.329, galZ:-219.683,  dist:272.94, starType:""G5(V)"", temp:5520, color:0xfff4e8}, ",BD +8°80,,BD +8°80,2,1,0,0,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.606747778,8.873877778,0.158846197,1.415917942,266.2779276,42.65661321,42.10370823,-75.477,143.329,-219.683,272.94,0,0,G5,0,V,0,0,0.042,190.3,0,5520,G5(V),0xfff4e8,0,,,,,,,,,,
4601," { starName:""W 285"", id:4601, galX:-0.735, galY:6.654, galZ:-52.183,  dist:52.61, color:0xffc97f}, "," { starName:""W 285"", id:4601, mass:0, diameter:0, galX:-0.735, galY:6.654, galZ:-52.183,  dist:52.61, starType:""DA(wd)"", temp:5000, color:0xffc97f}, ",W 285,,W 285,5,1,0,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.582222222,-20.83194444,0.152425421,1.934382347,48.60065568,7.465884743,-18.70959465,-0.735,6.654,-52.183,52.61,0,0,DA7,wd,wd,0,0,0.316,229,0,5000,DA(wd),0xffc97f,0,,,,,,,,,,
4701," { starName:""Gliese 26"", id:4701, galX:-17.234, galY:30.15, galZ:-21.85,  dist:41.03, color:0xffbb7b}, "," { starName:""Gliese 26"", id:4701, mass:0, diameter:0, galX:-17.234, galY:30.15, galZ:-21.85,  dist:41.03, starType:""M4(V)"", temp:2850, color:0xffbb7b}, ",Gliese 26,,Gliese 26,6,1,1,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.603611111,30.34166667,0.158025019,1.041234343,34.96884704,5.572414743,20.7265248,-17.234,30.15,-21.85,41.03,0,0,M4,V,V,0,0,1.561,88.3,-0.2,2850,M4(V),0xffbb7b,0,,,,,,,,,,
4801," { starName:""54 Piscis"", id:4801, galX:-13.621, galY:23.569, galZ:-23.909,  dist:36.23, color:0xffebd1}, "," { starName:""54 Piscis"", id:4801, mass:1.571389E+30, diameter:1183, galX:-13.621, galY:23.569, galZ:-23.909,  dist:36.23, starType:""K0(V)"", temp:5050, color:0xffebd1}, ",54 Piscis,54 Piscis,54 Piscis,5,1,0,1,7.90E-01,8.50E-04,1.57E+30," 1,183 ",0,11/1/1998 0:00,,Fracassini,1,0.656055556,21.25044444,0.171754943,1.199906104,33.26971394,5.771098408,13.13139206,-13.621,23.569,-23.909,36.23,0.79,0.00085,K0+,V,V,0,0.675226,0.588,231.2,-32.9,5050,K0(V),0xffebd1,0,,,,,,,,,,
4901," { starName:""CD -24°263"", id:4901, galX:-1.939, galY:8.795, galZ:-92.704,  dist:93.14, color:0xfff3e9}, "," { starName:""CD -24°263"", id:4901, mass:0, diameter:821, galX:-1.939, galY:8.795, galZ:-92.704,  dist:93.14, starType:""G3(V)"", temp:5680, color:0xfff3e9}, ",CD -24°263,,CD -24°263,2,1,0,0,,5.90E-04,0.00E+00, 821 ,0,11/1/1998 0:00,,Fracassini,1,0.675791389,-22.19519444,0.176921772,1.958175548,84.8923648,15.17800286,-35.18485794,-1.939,8.795,-92.704,93.14,0,0.00059,G3,V,V,0,0,0.722,117,-50.4,5680,G3(V),0xfff3e9,0,,,,,,,,,,
5001," { starName:""BD +39°154"", id:5001, galX:-27.074, galY:44.495, galZ:-21.453,  dist:56.33, color:0xffe3c4}, "," { starName:""BD +39°154"", id:5001, mass:0, diameter:1099680, galX:-27.074, galY:44.495, galZ:-21.453,  dist:56.33, starType:""K2(V)"", temp:4750, color:0xffe3c4}, ",BD +39°154,,BD +39°154,2,1,0,0,,7.90E-01,0.00E+00," 1,099,680 ",0,11/1/1998 0:00,,Fracassini,0,0.680339167,40.18723889,0.178112377,0.869396691,42.35194424,7.624199924,36.34904806,-27.074,44.495,-21.453,56.33,0,0.79,K2e,V,V,0,0.870964,0.746,152.4,-64.2,4750,K2(V),0xffe3c4,0,,,,,,,,,,
5101," { starName:""CPD -60°46"", id:5101, galX:24.759, galY:-35.162, galZ:-71.078,  dist:83.08, color:0xfff7f8}, "," { starName:""CPD -60°46"", id:5101, mass:0, diameter:780, galX:24.759, galY:-35.162, galZ:-71.078,  dist:83.08, starType:""G1(V)"", temp:5840, color:0xfff7f8}, ",CPD -60°46,,CPD -60°46,3,1,1,0,,5.60E-04,0.00E+00, 780 ,0,11/1/1998 0:00,,Fracassini,1,0.673806944,-58.54543333,0.176402246,2.5926069,42.68021928,7.607964973,-70.87174438,24.759,-35.162,-71.078,83.08,0,0.00056,G1,V,V,0,0,0.99,62.8,1.5,5840,G1(V),0xfff7f8,0,,,,,,,,,,
5201," { starName:""W 246"", id:5201, galX:-0.742, galY:3.553, galZ:-32.156,  dist:32.36, color:0xffc97f}, "," { starName:""W 246"", id:5201, mass:0, diameter:0, galX:-0.742, galY:3.553, galZ:-32.156,  dist:32.36, starType:""DQ(wd)"", temp:5000, color:0xffc97f}, ",W 246,,W 246,5,1,0,1,,,0.00E+00, -   ,0,10/18/1998 0:00,,,0,0.649444444,-21.38,0.170024158,1.943947721,29.69858731,5.098703721,-11.79689503,-0.742,3.553,-32.156,32.36,0,0,DQ9,wd,wd,0,0,0.567,229,0,5000,DQ(wd),0xffc97f,0,,,,,,,,,,
5301," { starName:""FF Andromedae"", id:5301, galX:-36.214, galY:58.875, galZ:-35.271,  dist:77.6, color:0xffc891}, "," { starName:""FF Andromedae"", id:5301, mass:0, diameter:0, galX:-36.214, galY:58.875, galZ:-35.271,  dist:77.6, starType:""M0(V)"", temp:3530, color:0xffc891}, ",FF And,FF Andromedae,FF Andromedae,5,1,0,1,,,0.00E+00, -   ,1,10/18/1998 0:00,,,0,0.713399444,35.54887778,0.186767538,0.950351364,62.03892235,11.72348817,45.11642648,-36.214,58.875,-35.271,77.6,0,0,M0e,V,V,0,0,0.266,70,-0.5,3530,M0(V),0xffc891,0,,,,,,,,,,
